421737	RFX6	0.3276116968
421746	NT5DC1	0.4845672301
421747	FRK	0.3596313378
421843	UBE2CBP	0.4660369945
421899	CSMD1	3.9630714157
421913	SNTG2	3.9899337717
421956	LOC421956	0.5077516506
422009	CCDC164	4.5537163484
422011	POMC	4.0462138569
422034	TDH	4.1916446468
422046	LOC422046	0.3721568534
422112	OTOP3	0.2171996487
422198	LOC422198	0.1447375646
422289	GABRA3	0.0971950031
422292	CLDN2	0.2853614461
422330	FGF16	3.940671698
422367	ZBTB33	3.2205372385
422393	LOC422393	0.4020829887
422427	DDX60	0.4358890801
422513	LOC422513	10.262312732
422569	GPM6A	0.3355867611
422571	SPATA4	3.940262367
422653	RASSF6	0.5334162019
422669	ADAD1	4.2474952912
422686	NDST4	3.1325586799
422696	LRIT3	8.3765849742
422723	F11	0.4874551814
422763	CWH43	0.3519614035
422770	GABRA4	0.2773033118
422826	FGFBP1	0.47133608
422887	LOC422887	3.9895625927
422906	LOC422906	0.4542969736
422914	MRPL35	0.4772740955
422922	LOC422922	0.52978575
422924	LOC422924	8.7995371581
422928	LOC422928	0.2874739876
422950	EGR4	4.7722002819
422996	ANO9	0.4967449574
423015	SCT	0.2133606709
423089	SLC22A18	0.1061992354
423091	TRPM5	0.3284794497
423095	SYT8	7.1220711503
423138	LOC423138	0.2807681158
423175	SYT13	8.3742680377
423195	CHRM4	3.3690856101
423196	MDK	3.0629007312
423226	LOC423226	4.6620492083
423351	SYNDIG1L	3.3755379358
423374	GSTZ1	0.4473741044
423433	SERPINA4	0.3376213397
423435	SERPINA5	0.3424175349
423436	SERPINA9	3.2001184893
423514	KCNH5	0.1730914883
423602	FAM13C	0.531287245
423609	OPN4	3.1345768977
423627	DYDC1	3.005977034
423644	PCDH15	4.9558873025
423672	ADAM8	6.8246246998
423679	ASAH2	0.4225905934
423698	HKDC1	0.4695152938
423705	PLA2G12B	0.3631082796
423822	LOC423822	0.4950494038
423828	ABCC2	0.3697171369
423834	HPSE2	0.5284698194
423841	ANKRD2	4.9712153197
423875	NEURL	3.1937515379
423918	ENO4	2.9638284968
423919	LOC423919	4.1582411511
423945	CUZD1	0.0376816418
423961	CLRN3	0.4114326475
424009	SPAG16	3.0590936498
424011	ABCA12	6.5959028056
424019	MLPH	49.63281418
424026	ARL4C	2.892687807
424038	S100B	4.9052342917
424086	CDK15	3.1594581892
424098	LOC424098	4.9731435098
424106	CTLA4	3.9292459316
424126	TTN	0.3088983699
424170	ABCB11	4.2640791822
424181	SLC38A11	2.9895985408
424201	LOC424201	3.6992608013
424302	KYNU	0.4448868017
424349	ATP6V1G3	0.2765271641
424409	RGS16	0.4521786146
424412	CACNA1E	3.1870896538
424433	FAM5B	13.288777402
424435	TNN	4.2554304179
424445	NCF2	4.4621115359
424505	EPHX4	6.179528248
424537	SPATA1	0.4639482171
424652	GLIS1	3.1135392432
424704	IL23R	0.512941848
424721	LHX8	0.3897940303
424808	SCG2	4.6898133352
424819	CLSTN2	0.5110516572
424821	RBP1	0.4652978863
424822	RBP2	0.2109937594
424827	VAMP2	4.308041507
424833	GPR35	3.0527618305
424854	GAL3ST2	6.9134514601
424861	AQP12	0.5079634488
424893	APOD	0.4476398038
424916	LOC424916	0.4500232253
424930	B3GNT7	0.3108508242
424944	LOC424944	5.5607777437
424996	LRRC34	2.8645075571
425003	PDCD10	3.0510255376
425309	LOC425309	3.9063223263
425372	LOC425372	2.9370102231
425449	LOC425449	3.5822008178
425497	LOC425497	3.5015757403
425574	LOC425574	9.0027942204
425802	CD1B	3.5593249369
425817	LOC425817	3.2136386908
425825	LOC425825	6.5428052659
425854	LOC425854	17.40324243
425860	SLC16A13	0.5271067921
425878	LOC425878	3.6203895803
425979	ARHGEF11	3.6879136813
426016	SYT7	3.1242085281
426062	LOC426062	0.2697141512
426155	LOC426155	6.2210183603
426240	LOC426240	3.2859928217
426291	CCDC121	0.391189211
426437	MOGAT2	0.2132254742
426516	HNRPK	3.1551825598
426557	RGS8	0.3437093515
426576	LOC426576	56.752997355
426597	GRB7	0.3905078184
426615	LOC426615	2.8456740208
426655	SPAG4	5.402766946
426834	LOC426834	0.5160859913
426835	LOC426835	0.4974626959
426857	ATP8B1	0.2652418051
426892	AQP7	0.4816850058
426893	PINLYP	3.0698466521
426899	FAIM2	0.5083664737
426902	LOC426902	2.8941958147
426920	UNC5D	0.4811868124
427006	ZP2	0.3819854096
427028	LOC427028	3.772278825
427060	LOC427060	3.7614185637
427260	GCNT1	0.368250312
427265	REEP6	0.4242420732
427270	TPPP2	0.5211105278
427282	TRIM14	2.8292708683
427286	CPLX2	3.0677633201
427292	LOC427292	0.4712213011
427306	LOC427306	5.3721826026
427373	CORO2A	0.5065379413
427459	SLC28A3	0.4587315185
427460	AGTPBP1	0.4342097487
427470	LOC427470	4.1492456742
427478	HCN4	4.3717447217
427482	DUOX2	2.9935843264
427491	LOC427491	5.2889036444
427495	LIPC	3.4027386172
427531	CTRL	3.1228462723
427533	FBLN7	3.5349145944
427535	AGRP	3.4171320383
427540	HSF4	3.7064463014
427629	MXD3	16.533884071
427644	KCTD16	3.4247413733
427652	LOC427652	0.3100086736
427660	GRIFIN	10.475730105
427662	KCNJ12	0.4868805117
427667	SSTR5	0.1445772207
427674	HS3ST4	7.0180832301
427702	GSC2	3.4159800539
427704	SLC2A11	0.4190015752
427752	PTGS1	4.3264083238
427807	ANKFN1	0.1882392167
427812	KCNJ16	5.4575769575
427871	ALX1	3.0196866854
427877	SLC17A8	5.6338000803
427878	ANO4	0.1919815782
427906	ELFN2	7.4452347159
427912	ASCL4	9.4097590622
427923	LOC427923	3.714384304
427933	LOC427933	0.0759578593
427963	HTR1F	5.3545000617
427967	TMPRSS15	0.3521283432
427977	LOC427977	0.4643776785
427978	MRPS6	0.4953434584
427982	CLDN14	0.2979404448
427984	KCNJ15	3.15205082
428008	LOC428008	0.3067071415
428015	EDAR	59.267785745
428018	SLC10A2	36.087643312
428072	MLNR	4.7392362611
428079	GPR12	0.4865375605
428083	GJB2	0.2009913461
428100	ANO2	0.4756700365
428110	OR52B2	5.0741523227
428119	LOC428119	2.8989986968
428164	PLTP	3.4953237549
428172	PADI2	3.9366164206
428196	LOC428196	4.5503028256
428200	PROM2	0.3234170386
428206	LIN28A	4.1479365608
428219	EPHA10	0.5002391861
428232	CNR2	0.39448401
428240	POU2F3	0.4851569941
428307	RND2	0.4706476124
428320	TMPRSS9	3.1894374504
428334	C2CD4C	3.2308828364
428363	XKR9	0.2641060853
428369	SLC26A7	0.2384993975
428431	GPNMB	4.0952810297
428452	XCR1	4.3692404757
428461	TXNDC3	4.1452211518
428510	LOC428510	14.843433465
428512	GALR1	7.9281495418
428556	CLIP4	0.5087568723
428582	OPN3	3.7987352955
428587	PCNXL2	7.82114611
428595	PNLDC1	0.3598001503
428609	NOX3	0.4614737372
428612	OLIG3	0.4975442708
428618	LOC428618	7.0324472118
428634	LOC428634	3.6848978858
428642	LGSN	9.2430870707
428663	PRSS55	0.409767403
428736	CDKL2	0.4073439896
428752	AREGB	3.2623228993
428771	ENPEP	2.9764227856
428801	FOXI3	0.3121981976
428831	OR5AS1	0.4235718501
428858	SHANK2	5.0689598692
428895	ZDHHC22	0.4636299523
428896	NGB	0.2627895308
428917	AKAP5	4.6508341616
428954	PKD2L1	0.3793803702
428955	PPYR1	3.5144127828
429015	DFNB59	0.0690233203
429039	SLC23A3	0.4307282254
429040	WNT10A	9.9281683979
429072	RFWD2	3.2732682204
429078	PDC	27.413287534
429090	WDR63	3.3731778978
429134	CRYGS	0.2219562809
429150	NMUR1	0.4318334913
429152	LOC429152	2.8550476441
429199	HMX3	0.3394969014
429204	LOC429204	7.2289344171
429249	LOC429249	4.2250866212
429266	LOC429266	4.9194783817
429283	DLX1	13.784190587
429354	LOC429354	0.149911343
429356	LOC429356	0.5132818088
429395	LOC429395	0.1845323369
429472	DFNB31	0.1131226834
429506	GRHL2	2.9726471224
429522	LOC429522	2.8733857052
429642	CDK3	0.2748332894
429670	LOC429670	9.5692004783
429721	LOC429721	0.049500008
429786	CRP	4.0071117119
429924	LOC429924	0.1169142003
429951	OPRD1	0.2850131071
429984	LOC429984	0.416679687
430076	LOC430076	4.398370651
430090	LOC430090	6.4370600052
430112	ANKRD33	4.100714237
430141	LOC430141	11.136055771
430422	LOC430422	3.8633939564
430452	LOC430452	0.3804266995
430461	LOC430461	5.5781371321
430463	KCNS2	2.9187238506
430475	LOC430475	22.655498395
430522	AK8	4.0865821016
430596	LOC430596	0.4171953698
430604	LOC430604	2.9392951682
430628	CHRNA10	0.2630816028
430666	CILP2	0.3669319883
430730	LOC430730	9.8189669979
430792	LOC430792	4.257326694
431092	LOC431092	3.9206319817
431147	LOC431147	7.6315863374
431266	ZNF517	6.4648724461
431305	AQP5	0.1324096248
431338	SLC5A12	25.691789369
431417	PDILT	22.254206988
431432	LOC431432	5.6463710137
431584	CD180	4.2771688515
431636	SLC46A2	2.9250499829
431637	KIAA1958	3.5873405223
431643	GLIS3	2.8483216108
431649	LOC431649	3.60426821
431660	LOC431660	3.7283023585
548626	PTX3	6.276779532
693256	BLB2	4.0045583259
768352	LOC768352	3.8438452773
768353	NR0B2	0.2740708933
768407	LOC768407	0.4529978448
768482	NIM1	0.3069973878
768768	LOC768768	5.1337086805
768786	LOC768786	2.8942888955
768814	LOC768814	3.278995603
768823	NEU2	3.1406086252
768877	SAG	3.4870047173
768881	LOC768881	3.6623257111
768922	FAM102B	2.9833936334
768995	LOC768995	3.2545882499
769040	KRT3	0.2776671283
769098	LOC769098	9.970592124
769174	LOC769174	5.0763538129
769199	SLC4A9	0.3624246102
769230	PCSK1	3.2573871357
769242	LOC769242	5.20477098
769306	LOC769306	0.3814369889
769317	LOC769317	2.8856294024
769376	LOC769376	3.0921078694
769379	GPR22	7.3609463679
769389	DDEFL1	3.7221111478
769400	KCTD4	3.4520977254
769466	NOL4	3.4671245975
769474	FAM83C	10.094536953
769554	LOC769554	0.2651245619
769559	LOC769559	4.7168692637
769617	LOC769617	3.4136061093
769716	LOC769716	6.8677161411
769718	MUC16	3.3153881189
769743	LOC769743	0.3346671077
769755	LOC769755	3.3993184407
769852	LOC769852	4.460729689
769857	CCDC153	3.3636878595
769884	LOC769884	0.4159545843
769894	MXRA7	37.226191752
769899	LOC769899	3.5667516731
769930	RGS21	0.3521514891
769974	TMPRSS7	0.4658397295
770039	LOC770039	4.1524056201
770097	GABRG3	0.4254883003
770169	LRRN3	0.4360042842
770198	SLC13A1	4.7433057368
770237	SKOR2	3.7571078307
770310	AJAP1	0.4328752815
770345	LOC770345	0.4846131219
770405	LOC770405	0.1815513138
770450	LOC770450	3.436772338
770471	HOXC10	0.0674282635
770514	LOC770514	28.969651515
770600	KCTD8	3.3622273703
770611	LOC770611	0.4517854528
770677	TATDN1	0.2337019894
770705	LOC770705	0.2723908446
770710	GABRD	0.3645544406
770777	PLAC8	0.2377571647
770778	IL28B	2.9408287723
770818	PRAP1	0.3653871959
770845	NELL1	8.0097162525
770943	SCTR	4.35058695
770954	KCNK2	3.807325855
770996	LOC770996	3.7598384918
771012	LOC771012	0.4096599973
771033	LOC771033	6.4425260984
771047	AKD1	7.637686756
771080	FAM163A	0.3502078653
771092	WNT9B	0.167290196
771094	HOXD1	10.418464201
771220	PCP4	0.3989204747
771221	RNF182	5.4966356677
771246	HOXD10	2.9694163387
771333	SAMD7	3.0174648014
771348	PDX1	0.2281230696
771373	DRGX	4.59420311
771419	ANKRD22	0.4084856137
771495	TMEM82	32.718063337
771552	LOC771552	3.0764269442
771569	MUC13	0.5217607702
771592	RASL10B	3.8629505817
771663	TAS2R7	0.1742836951
771674	PROK2	0.213499935
771731	LOC771731	3.9752658848
771754	VRTN	3.0545168443
771798	LOC771798	4.2278402816
771801	IL5RA	3.5056447755
771805	RRH	3.2339408458
771833	FAM194A	10.586689157
771843	TTLL9	0.5284125399
771865	HOXB9	0.2409805556
771905	LOC771905	6.375601112
771958	SPATA22	5.4070282674
771972	LOC771972	3.3953435225
771974	LOC771974	0.1896033556
771994	LOC771994	0.3237731039
772070	DLX6	6.7311382635
772126	LOC772126	3.9469938526
772163	PTPRQ	4.0046760125
772177	HEPACAM2	4.4248967489
772262	RHOXF1	4.5022982309
772343	LOC772343	4.0819918316
772374	AGMO	0.2882592551
772390	LOC772390	3.4376629612
776120	TPO	0.2137580774
776146	LOC776146	0.3382931209
776154	LOC776154	3.7156025049
776203	LOC776203	32.276952208
776312	LOC776312	7.8449504266
776425	WDR13	0.5253739173
776570	LOC776570	3.6377399239
776593	LOC776593	0.4454690991
776668	LOC776668	3.5658855042
776713	LOC776713	3.1820444408
776803	PNMT	0.0524769536
776874	LOC776874	4.2891775664
776920	LOC776920	4.647851746
777021	LOC777021	0.0570009157
777023	LOC777023	7.5471299314
777037	LOC777037	0.1660434322
777039	LOC777039	0.490388553
777050	LOC777050	80.920142733
777244	SHOX2	2.8098145475
777288	LOC777288	11.795180681
777332	LOC777332	3.1462554171
777348	LOC777348	0.4850159033
777810	MIR133B	0.1650807156
777836	MIRLET7D	2.9063181048
777859	MIR133C	5.8116976994
777896	MIR193B	2.8821222149
777922	MIRLET7I	0.0253733917
777929	MIR125B	5.4817290051
100170842	WNT11B	3.6463244293
100189558	ANGPTL3	0.3270783689
100315706	MIR1465	0.1465138308
100315736	MIR1603	0.3745026746
100315751	MIR1629	0.5314116159
100315793	MIR1705	0.3873845925
100315800	MIR1715	6.6546612185
100315832	MIR1771	0.3075338368
100315833	MIR1773	0.4508470557
100315850	MIR1804	0.3945768971
100315857	MIR15C	0.1954405752
100315875	MIR1608	5.8161743331
100315906	MIR1560	3.0108353652
100315940	MIR1562	0.3837985899
100316009	MIR1618	3.9287078902
100316022	MIR1653	0.5137784462
100379662	SCRT2	0.3693143833
100499455	CNP1	0.3870984993
100533999	TNNI3K	0.1543548521
100857742	MCM9	4.2399786801
100858173	ALPK1	3.125402169
100859164	ANKRD13B	29.307424909
100859325	PLXNB1	0.5287765712
100859365	VEPH1	5.8959564677
100859603	TRPM6	0.4659215872
100861562	RN5S	3.1885031758
