Complex1	sucrase-isomaltase dimer	plasma membrane	Reactome DB_ID: 189082	Complex2	
Complex1041	FXN:NFS1:ISD11:ISCU:2Fe-2S Cluster	mitochondrial matrix	Reactome DB_ID: 1362398	Protein2534	
Complex1042	CA4:Zn2+	plasma membrane	Reactome DB_ID: 1237308	Protein2539	
Complex1042	CA4:Zn2+	plasma membrane	Reactome DB_ID: 1237308	SmallMolecule277	
Complex1043	AQP1 tetramer	plasma membrane	Reactome DB_ID: 432246	Protein2540	
Complex1045	CA1:Zn2+	cytosol	Reactome DB_ID: 1237322	SmallMolecule816	
Complex1045	CA1:Zn2+	cytosol	Reactome DB_ID: 1237322	Protein2542	
Complex1046	CA2:Zn2+	cytosol	Reactome DB_ID: 1237310	SmallMolecule816	
Complex1046	CA2:Zn2+	cytosol	Reactome DB_ID: 1237310	Protein2543	
Complex1047	SLC4A1 dimer	plasma membrane	Reactome DB_ID: 1244330	Protein2544	
Complex1048	OxyHbA	cytosol	Reactome DB_ID: 1237320	Complex1049	
Complex1048	OxyHbA	cytosol	Reactome DB_ID: 1237320	Complex1050	
Complex1049	Hemoglobin beta:ferroheme b:oxygen	cytosol	Reactome DB_ID: 1237037	Protein2545	
Complex1049	Hemoglobin beta:ferroheme b:oxygen	cytosol	Reactome DB_ID: 1237037	SmallMolecule449	
Complex1049	Hemoglobin beta:ferroheme b:oxygen	cytosol	Reactome DB_ID: 1237037	SmallMolecule1735	
Complex1050	Hemoglobin alpha:ferroheme b:oxygen	cytosol	Reactome DB_ID: 1237036	Protein2546	
Complex1050	Hemoglobin alpha:ferroheme b:oxygen	cytosol	Reactome DB_ID: 1237036	SmallMolecule449	
Complex1050	Hemoglobin alpha:ferroheme b:oxygen	cytosol	Reactome DB_ID: 1237036	SmallMolecule1735	
Complex1051	Protonated Carbamino DeoxyHbA	cytosol	Reactome DB_ID: 1237312	Complex1052	
Complex1051	Protonated Carbamino DeoxyHbA	cytosol	Reactome DB_ID: 1237312	Complex1053	
Complex1052	Protonated Carbamino Hemoglobin beta: ferroheme b	cytosol	Reactome DB_ID: 1237318	Protein2547	
Complex1052	Protonated Carbamino Hemoglobin beta: ferroheme b	cytosol	Reactome DB_ID: 1237318	SmallMolecule1735	
Complex1053	Protonated Carbamino Hemoglobin alpha:ferroheme b	cytosol	Reactome DB_ID: 1237317	SmallMolecule1735	
Complex1053	Protonated Carbamino Hemoglobin alpha:ferroheme b	cytosol	Reactome DB_ID: 1237317	Protein2548	
Complex1054	ABCG2 dimer	plasma membrane	Reactome DB_ID: 917863	Protein2553	
Complex1056	CA3:Zinc	cytosol	Reactome DB_ID: 1237315	SmallMolecule816	
Complex1056	CA3:Zinc	cytosol	Reactome DB_ID: 1237315	Protein2555	
Complex1057	CA7:Zinc	cytosol	Reactome DB_ID: 1237309	SmallMolecule816	
Complex1057	CA7:Zinc	cytosol	Reactome DB_ID: 1237309	Protein2556	
Complex1058	CA13:Zinc	cytosol	Reactome DB_ID: 1237321	SmallMolecule816	
Complex1058	CA13:Zinc	cytosol	Reactome DB_ID: 1237321	Protein2557	
Complex106	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)glycogenin-1 dimer	cytosol	Reactome DB_ID: 453360	Protein169	
Complex106	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)glycogenin-1 dimer	cytosol	Reactome DB_ID: 453360	SmallMolecule89	
Complex1060	CA9:Zinc	plasma membrane	Reactome DB_ID: 1237323	Protein2558	
Complex1060	CA9:Zinc	plasma membrane	Reactome DB_ID: 1237323	SmallMolecule277	
Complex1061	CA14:Zinc	plasma membrane	Reactome DB_ID: 1237324	Protein2559	
Complex1061	CA14:Zinc	plasma membrane	Reactome DB_ID: 1237324	SmallMolecule277	
Complex1062	CA12 Dimer:Zinc	plasma membrane	Reactome DB_ID: 1237535	Complex1063	
Complex1063	CA12:Zinc	plasma membrane	Reactome DB_ID: 1237311	Protein2560	
Complex1063	CA12:Zinc	plasma membrane	Reactome DB_ID: 1237311	SmallMolecule277	
Complex1065	CA5A:Zinc	mitochondrial matrix	Reactome DB_ID: 1237314	Protein2561	
Complex1065	CA5A:Zinc	mitochondrial matrix	Reactome DB_ID: 1237314	SmallMolecule1014	
Complex1066	CA5B:Zinc	mitochondrial matrix	Reactome DB_ID: 1237319	SmallMolecule1014	
Complex1066	CA5B:Zinc	mitochondrial matrix	Reactome DB_ID: 1237319	Protein2562	
Complex1067	CA6:Zinc	extracellular region	Reactome DB_ID: 1237316	Protein2563	
Complex1067	CA6:Zinc	extracellular region	Reactome DB_ID: 1237316	SmallMolecule277	
Complex1068	NDOR1:CIAPIN1 oxidized	cytosol	Reactome DB_ID: 2564804	Complex1070	
Complex1068	NDOR1:CIAPIN1 oxidized	cytosol	Reactome DB_ID: 2564804	Complex1069	
Complex1069	CIAPIN1:4Fe-4S:2Fe-2S oxidized	cytosol	Reactome DB_ID: 2564800	SmallMolecule1746	
Complex1069	CIAPIN1:4Fe-4S:2Fe-2S oxidized	cytosol	Reactome DB_ID: 2564800	SmallMolecule1747	
Complex1069	CIAPIN1:4Fe-4S:2Fe-2S oxidized	cytosol	Reactome DB_ID: 2564800	Protein2564	
Complex107	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)glycogenin-2 dimer	cytosol	Reactome DB_ID: 453365	SmallMolecule89	
Complex107	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)glycogenin-2 dimer	cytosol	Reactome DB_ID: 453365	Protein170	
Complex1070	NDOR1:FAD:FMN	cytosol	Reactome DB_ID: 2564809	SmallMolecule987	
Complex1070	NDOR1:FAD:FMN	cytosol	Reactome DB_ID: 2564809	SmallMolecule451	
Complex1070	NDOR1:FAD:FMN	cytosol	Reactome DB_ID: 2564809	Protein2565	
Complex1071	NDOR1:CIAPIN1 reduced	cytosol	Reactome DB_ID: 2564805	Complex1070	
Complex1071	NDOR1:CIAPIN1 reduced	cytosol	Reactome DB_ID: 2564805	Complex1072	
Complex1072	CIAPIN1:4Fe-4S:2Fe-2S reduced	cytosol	Reactome DB_ID: 2564806	SmallMolecule1748	
Complex1072	CIAPIN1:4Fe-4S:2Fe-2S reduced	cytosol	Reactome DB_ID: 2564806	SmallMolecule1746	
Complex1072	CIAPIN1:4Fe-4S:2Fe-2S reduced	cytosol	Reactome DB_ID: 2564806	Protein2564	
Complex1073	NUBP1:4Fe-4S	cytosol	Reactome DB_ID: 2564799	Protein2567	
Complex1073	NUBP1:4Fe-4S	cytosol	Reactome DB_ID: 2564799	SmallMolecule1746	
Complex1074	NUBP2:4Fe-4S:NUBP1	cytosol	Reactome DB_ID: 2564798	Protein2566	
Complex1074	NUBP2:4Fe-4S:NUBP1	cytosol	Reactome DB_ID: 2564798	Complex1073	
Complex1074	NUBP2:4Fe-4S:NUBP1	cytosol	Reactome DB_ID: 2564798	SmallMolecule1746	
Complex1075	ABC7 dimer	mitochondrial inner membrane	Reactome DB_ID: 1369041	Protein2568	
Complex1076	CIA Targeting Complex	cytosol	Reactome DB_ID: 2564814	Complex1077	
Complex1076	CIA Targeting Complex	cytosol	Reactome DB_ID: 2564814	Protein2572	
Complex1076	CIA Targeting Complex	cytosol	Reactome DB_ID: 2564814	Protein2571	
Complex1076	CIA Targeting Complex	cytosol	Reactome DB_ID: 2564814	Protein2570	
Complex1077	NARFL:4Fe-4S	cytosol	Reactome DB_ID: 2564815	Protein2569	
Complex1077	NARFL:4Fe-4S	cytosol	Reactome DB_ID: 2564815	SmallMolecule1746	
Complex1079	holo-POLD1	cytosol	Reactome DB_ID: 2564786	Protein2574	
Complex1079	holo-POLD1	cytosol	Reactome DB_ID: 2564786	SmallMolecule1746	
Complex1080	holo-XPD	cytosol	Reactome DB_ID: 2564794	Protein2575	
Complex1080	holo-XPD	cytosol	Reactome DB_ID: 2564794	SmallMolecule1746	
Complex1081	holo-BRIP1 (holo-FANCJ)	cytosol	Reactome DB_ID: 2564789	Protein2576	
Complex1081	holo-BRIP1 (holo-FANCJ)	cytosol	Reactome DB_ID: 2564789	SmallMolecule1746	
Complex1082	holo-RTEL1	cytosol	Reactome DB_ID: 2564797	Protein2577	
Complex1082	holo-RTEL1	cytosol	Reactome DB_ID: 2564797	SmallMolecule1746	
Complex109	poly((1,4)-alpha-glucosyl) glycogenin-1 dimer	cytosol	Reactome DB_ID: 453217	SmallMolecule89	
Complex109	poly((1,4)-alpha-glucosyl) glycogenin-1 dimer	cytosol	Reactome DB_ID: 453217	Protein128	
Complex11	GCK1:GKRP complex	cytosol	Reactome DB_ID: 170827	Protein27	
Complex11	GCK1:GKRP complex	cytosol	Reactome DB_ID: 170827	Protein23	
Complex110	poly((1,4)-alpha-glucosyl) glycogenin-2 dimer	cytosol	Reactome DB_ID: 453216	Protein129	
Complex110	poly((1,4)-alpha-glucosyl) glycogenin-2 dimer	cytosol	Reactome DB_ID: 453216	SmallMolecule89	
Complex111	GYG1 dimer	cytosol	Reactome DB_ID: 70203	SmallMolecule89	
Complex111	GYG1 dimer	cytosol	Reactome DB_ID: 70203	Protein120	
Complex112	GYG2 dimer	cytosol	Reactome DB_ID: 70214	SmallMolecule89	
Complex112	GYG2 dimer	cytosol	Reactome DB_ID: 70214	Protein125	
Complex113	KHK dimer	cytosol	Reactome DB_ID: 3006523	Protein172	
Complex114	GALE dimer	cytosol	Reactome DB_ID: 70363	SmallMolecule40	
Complex114	GALE dimer	cytosol	Reactome DB_ID: 70363	Protein175	
Complex116	G6PD dimer	cytosol	Reactome DB_ID: 70373	Protein176	
Complex116	G6PD dimer	cytosol	Reactome DB_ID: 70373	SmallMolecule93	
Complex117	G6PD tetramer	cytosol	Reactome DB_ID: 70375	Protein176	
Complex117	G6PD tetramer	cytosol	Reactome DB_ID: 70375	SmallMolecule93	
Complex118	PGD dimer	cytosol	Reactome DB_ID: 467365	Protein178	
Complex119	RPE dimer	cytosol	Reactome DB_ID: 467361	Protein179	
Complex12	GCK1:GKRP complex	nucleoplasm	Reactome DB_ID: 170804	Protein29	
Complex12	GCK1:GKRP complex	nucleoplasm	Reactome DB_ID: 170804	Protein28	
Complex120	transketolase dimer	cytosol	Reactome DB_ID: 71322	SmallMolecule45	
Complex120	transketolase dimer	cytosol	Reactome DB_ID: 71322	SmallMolecule101	
Complex120	transketolase dimer	cytosol	Reactome DB_ID: 71322	Protein180	
Complex121	phosphoribosyl pyrophosphate synthetase 1 holoenzyme	cytosol	Reactome DB_ID: 73485	Protein183	
Complex123	phosphoriboyl pyrophosphate synthetase 1-like 1 putative holoenzyme	cytosol	Reactome DB_ID: 189817	Protein184	
Complex124	phosphoriboyl pyrophosphate synthetase 2 putative holoenzyme	cytosol	Reactome DB_ID: 189814	Protein185	
Complex125	HA:HAR:HYAL2	plasma membrane	Reactome DB_ID: 2160889	Protein196	
Complex125	HA:HAR:HYAL2	plasma membrane	Reactome DB_ID: 2160889	PhysicalEntity5	
Complex125	HA:HAR:HYAL2	plasma membrane	Reactome DB_ID: 2160889	Protein191	
Complex126	HA:HAR:HYAL2:SLC9A1	plasma membrane	Reactome DB_ID: 2160891	Protein196	
Complex126	HA:HAR:HYAL2:SLC9A1	plasma membrane	Reactome DB_ID: 2160891	PhysicalEntity5	
Complex126	HA:HAR:HYAL2:SLC9A1	plasma membrane	Reactome DB_ID: 2160891	Protein191	
Complex126	HA:HAR:HYAL2:SLC9A1	plasma membrane	Reactome DB_ID: 2160891	Protein197	
Complex127	GUSB tetramer	lysosomal lumen	Reactome DB_ID: 1678867	Protein201	
Complex129	HEXA	lysosomal lumen	Reactome DB_ID: 1605656	Protein204	
Complex129	HEXA	lysosomal lumen	Reactome DB_ID: 1605656	Protein203	
Complex129	HEXA	lysosomal lumen	Reactome DB_ID: 1605656	Protein202	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein60	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein59	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein58	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein57	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein56	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein55	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein54	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein53	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein52	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein51	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein50	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein47	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein46	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein45	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Complex15	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Complex14	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein35	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein34	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein33	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein32	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein31	
Complex13	Nuclear Pore Complex (NPC)	nuclear envelope	Reactome DB_ID: 157689	Protein30	
Complex130	bHEXB	lysosomal lumen	Reactome DB_ID: 1605749	Protein203	
Complex130	bHEXB	lysosomal lumen	Reactome DB_ID: 1605749	Protein202	
Complex132	B4GALT1 homodimer	Golgi membrane	Reactome DB_ID: 975900	Protein231	
Complex133	B4GALT2 homodimer	Golgi membrane	Reactome DB_ID: 975923	Protein232	
Complex134	B4GALT3 homodimer	Golgi membrane	Reactome DB_ID: 975924	Protein233	
Complex135	B4GALT4 homodimer	Golgi membrane	Reactome DB_ID: 975909	Protein234	
Complex136	B4GALT5 homodimer	Golgi membrane	Reactome DB_ID: 1015827	Protein235	
Complex137	B4GALT6 homodimer	Golgi membrane	Reactome DB_ID: 1015817	Protein236	
Complex139	B3GAT1 dimer	Golgi membrane	Reactome DB_ID: 1889998	Protein435	
Complex139	B3GAT1 dimer	Golgi membrane	Reactome DB_ID: 1889998	SmallMolecule140	
Complex14	Nup62 Complex	nuclear envelope	Reactome DB_ID: 157712	Protein39	
Complex14	Nup62 Complex	nuclear envelope	Reactome DB_ID: 157712	Protein38	
Complex14	Nup62 Complex	nuclear envelope	Reactome DB_ID: 157712	Protein37	
Complex14	Nup62 Complex	nuclear envelope	Reactome DB_ID: 157712	Protein36	
Complex140	B3GAT2 dimer	Golgi membrane	Reactome DB_ID: 1889973	SmallMolecule140	
Complex140	B3GAT2 dimer	Golgi membrane	Reactome DB_ID: 1889973	Protein436	
Complex141	B3GAT3 dimer	Golgi membrane	Reactome DB_ID: 1889995	Protein437	
Complex141	B3GAT3 dimer	Golgi membrane	Reactome DB_ID: 1889995	SmallMolecule140	
Complex142	EXT1:EXT2	Golgi membrane	Reactome DB_ID: 2022878	Protein453	
Complex142	EXT1:EXT2	Golgi membrane	Reactome DB_ID: 2022878	Protein452	
Complex143	HPSE dimer	lysosomal lumen	Reactome DB_ID: 1666976	Protein710	
Complex143	HPSE dimer	lysosomal lumen	Reactome DB_ID: 1666976	Protein709	
Complex144	IDS dimer	lysosomal lumen	Reactome DB_ID: 1678638	SmallMolecule152	
Complex144	IDS dimer	lysosomal lumen	Reactome DB_ID: 1678638	Protein729	
Complex144	IDS dimer	lysosomal lumen	Reactome DB_ID: 1678638	Protein728	
Complex145	ARSB:Ca2+	lysosomal lumen	Reactome DB_ID: 1606792	Protein930	
Complex145	ARSB:Ca2+	lysosomal lumen	Reactome DB_ID: 1606792	SmallMolecule152	
Complex147	PLCB1:Ca2+	cytosol	Reactome DB_ID: 1604622	SmallMolecule88	
Complex147	PLCB1:Ca2+	cytosol	Reactome DB_ID: 1604622	Protein931	
Complex148	PLCB2:Ca2+	cytosol	Reactome DB_ID: 1604651	SmallMolecule88	
Complex148	PLCB2:Ca2+	cytosol	Reactome DB_ID: 1604651	Protein932	
Complex149	PLCB3:Ca2+	cytosol	Reactome DB_ID: 1604618	SmallMolecule88	
Complex149	PLCB3:Ca2+	cytosol	Reactome DB_ID: 1604618	Protein933	
Complex15	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein44	
Complex15	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein43	
Complex15	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein42	
Complex15	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein41	
Complex15	Nup107 Complex	nuclear envelope	Reactome DB_ID: 157700	Protein40	
Complex150	PLCB4:Ca2+	cytosol	Reactome DB_ID: 1604664	SmallMolecule88	
Complex150	PLCB4:Ca2+	cytosol	Reactome DB_ID: 1604664	Protein934	
Complex151	PLCZ1:Ca2+	cytosol	Reactome DB_ID: 1604629	SmallMolecule88	
Complex151	PLCZ1:Ca2+	cytosol	Reactome DB_ID: 1604629	Protein935	
Complex153	PLCD1:Ca2+	plasma membrane	Reactome DB_ID: 2023873	SmallMolecule175	
Complex153	PLCD1:Ca2+	plasma membrane	Reactome DB_ID: 2023873	Protein936	
Complex154	PLCE1:Ca2+	plasma membrane	Reactome DB_ID: 2023865	SmallMolecule175	
Complex154	PLCE1:Ca2+	plasma membrane	Reactome DB_ID: 2023865	Protein937	
Complex155	PLCD3:Ca2+	plasma membrane	Reactome DB_ID: 2023852	SmallMolecule175	
Complex155	PLCD3:Ca2+	plasma membrane	Reactome DB_ID: 2023852	Protein938	
Complex156	PLCG1:Ca2+	plasma membrane	Reactome DB_ID: 2023858	SmallMolecule175	
Complex156	PLCG1:Ca2+	plasma membrane	Reactome DB_ID: 2023858	Protein939	
Complex157	PLCG2:Ca2+	plasma membrane	Reactome DB_ID: 2023881	SmallMolecule175	
Complex157	PLCG2:Ca2+	plasma membrane	Reactome DB_ID: 2023881	Protein940	
Complex158	PLCH1:Ca2+	plasma membrane	Reactome DB_ID: 2023879	SmallMolecule175	
Complex158	PLCH1:Ca2+	plasma membrane	Reactome DB_ID: 2023879	Protein941	
Complex159	PLCH2:Ca2+	plasma membrane	Reactome DB_ID: 2023868	Protein942	
Complex159	PLCH2:Ca2+	plasma membrane	Reactome DB_ID: 2023868	SmallMolecule175	
Complex16	glucose 6-phosphate isomerase dimer	cytosol	Reactome DB_ID: 70469	Protein65	
Complex160	PLCD4:Ca2+	endoplasmic reticulum membrane	Reactome DB_ID: 2023869	SmallMolecule178	
Complex160	PLCD4:Ca2+	endoplasmic reticulum membrane	Reactome DB_ID: 2023869	Protein943	
Complex162	ITPKA:Ca2+:CALM1	cytosol	Reactome DB_ID: 2023885	Protein160	
Complex162	ITPKA:Ca2+:CALM1	cytosol	Reactome DB_ID: 2023885	SmallMolecule88	
Complex162	ITPKA:Ca2+:CALM1	cytosol	Reactome DB_ID: 2023885	Protein944	
Complex163	ITPKB:Ca2+:CALM1	cytosol	Reactome DB_ID: 2023849	Protein160	
Complex163	ITPKB:Ca2+:CALM1	cytosol	Reactome DB_ID: 2023849	SmallMolecule88	
Complex163	ITPKB:Ca2+:CALM1	cytosol	Reactome DB_ID: 2023849	Protein945	
Complex164	ITPKC:Ca2+:CALM1	cytosol	Reactome DB_ID: 2023848	Protein160	
Complex164	ITPKC:Ca2+:CALM1	cytosol	Reactome DB_ID: 2023848	Protein946	
Complex164	ITPKC:Ca2+:CALM1	cytosol	Reactome DB_ID: 2023848	SmallMolecule88	
Complex165	PTEN:Mg2+	cytosol	Reactome DB_ID: 199426	Protein947	
Complex165	PTEN:Mg2+	cytosol	Reactome DB_ID: 199426	SmallMolecule45	
Complex166	ITPK1:Mg2+	cytosol	Reactome DB_ID: 1604601	Protein953	
Complex166	ITPK1:Mg2+	cytosol	Reactome DB_ID: 1604601	SmallMolecule45	
Complex167	NUDT4:Mg2+/Mn2+	cytosol	Reactome DB_ID: 1604660	SmallMolecule209	
Complex167	NUDT4:Mg2+/Mn2+	cytosol	Reactome DB_ID: 1604660	Protein966	
Complex169	NUDT3:Mg2+	cytosol	Reactome DB_ID: 1604627	Protein967	
Complex169	NUDT3:Mg2+	cytosol	Reactome DB_ID: 1604627	SmallMolecule45	
Complex17	pPF2K-Pase complex	cytosol	Reactome DB_ID: 163745	Protein66	
