Complex1	SEMA4D dimer	plasma membrane	Reactome DB_ID: 373690	Protein1	
Complex134	NCAM1-Contactin-2	plasma membrane	Reactome DB_ID: 375108	Protein255	
Complex134	NCAM1-Contactin-2	plasma membrane	Reactome DB_ID: 375108	Protein114	
Complex135	Polysialylated NCAM	Golgi membrane	Reactome DB_ID: 422441	PhysicalEntity7	
Complex135	Polysialylated NCAM	Golgi membrane	Reactome DB_ID: 422441	Protein256	
Complex136	NCAM1:T- and L-type VDCC	plasma membrane	Reactome DB_ID: 525828	Complex79	
Complex136	NCAM1:T- and L-type VDCC	plasma membrane	Reactome DB_ID: 525828	PhysicalEntity8	
Complex137	DCC:Netrin-1	plasma membrane	Reactome DB_ID: 373667	Protein273	
Complex137	DCC:Netrin-1	plasma membrane	Reactome DB_ID: 373667	Protein272	
Complex138	Netrin:DCC oligomer	plasma membrane	Reactome DB_ID: 373678	Complex137	
Complex138	Netrin:DCC oligomer	plasma membrane	Reactome DB_ID: 373678	Protein273	
Complex139	PTK2:DCC oligomer:Netrin	plasma membrane	Reactome DB_ID: 373662	Complex138	
Complex139	PTK2:DCC oligomer:Netrin	plasma membrane	Reactome DB_ID: 373662	Protein128	
Complex14	Plexin-B1:ErbB2	plasma membrane	Reactome DB_ID: 419629	Protein2	
Complex14	Plexin-B1:ErbB2	plasma membrane	Reactome DB_ID: 419629	Protein10	
Complex140	Nterin-1:DCC oligomer:pPTK2	plasma membrane	Reactome DB_ID: 418822	Protein129	
Complex140	Nterin-1:DCC oligomer:pPTK2	plasma membrane	Reactome DB_ID: 418822	Complex138	
Complex141	Netrin1:DCC oligomer:pPTK2:Fyn/src	plasma membrane	Reactome DB_ID: 418815	Complex140	
Complex141	Netrin1:DCC oligomer:pPTK2:Fyn/src	plasma membrane	Reactome DB_ID: 418815	Protein274	
Complex142	Netrin-1:pDCC dimer:pFAK:Src/Fyn	plasma membrane	Reactome DB_ID: 374551	Protein274	
Complex142	Netrin-1:pDCC dimer:pFAK:Src/Fyn	plasma membrane	Reactome DB_ID: 374551	Complex143	
Complex143	Nterin-1:pDCC dimer:pPTK2	plasma membrane	Reactome DB_ID: 418839	Protein129	
Complex143	Nterin-1:pDCC dimer:pPTK2	plasma membrane	Reactome DB_ID: 418839	Complex144	
Complex144	Netrin-1:pDCC dimer	plasma membrane	Reactome DB_ID: 418837	Protein272	
Complex144	Netrin-1:pDCC dimer	plasma membrane	Reactome DB_ID: 418837	Protein275	
Complex145	Nterin-1:pDCC oligomer:pFAK:Fyn:NCK1	plasma membrane	Reactome DB_ID: 373663	Protein276	
Complex145	Nterin-1:pDCC oligomer:pFAK:Fyn:NCK1	plasma membrane	Reactome DB_ID: 373663	Complex142	
Complex146	Netrin:DCC oligomer:pFAK:Fyn:Nck-1:Rho GEFs DOCK/Trio	plasma membrane	Reactome DB_ID: 418829	Complex145	
Complex146	Netrin:DCC oligomer:pFAK:Fyn:Nck-1:Rho GEFs DOCK/Trio	plasma membrane	Reactome DB_ID: 418829	Protein277	
Complex147	CDC42:GDP	cytosol	Reactome DB_ID: 418830	Protein15	
Complex147	CDC42:GDP	cytosol	Reactome DB_ID: 418830	SmallMolecule8	
Complex148	Active Cdc42 bound to Netrin:DCC complex	plasma membrane	Reactome DB_ID: 418820	Complex146	
Complex148	Active Cdc42 bound to Netrin:DCC complex	plasma membrane	Reactome DB_ID: 418820	Complex149	
Complex149	CDC42:GTP	cytosol	Reactome DB_ID: 182921	Protein15	
Complex149	CDC42:GTP	cytosol	Reactome DB_ID: 182921	SmallMolecule3	
Complex15	SEMA4D:pPlexin-B1:ErbB2 complex	plasma membrane	Reactome DB_ID: 373695	Complex1	
Complex15	SEMA4D:pPlexin-B1:ErbB2 complex	plasma membrane	Reactome DB_ID: 373695	Complex16	
Complex150	Active Rac1 bound to Netrin-1-DCC complex	plasma membrane	Reactome DB_ID: 418826	Complex146	
Complex150	Active Rac1 bound to Netrin-1-DCC complex	plasma membrane	Reactome DB_ID: 418826	Complex5	
Complex151	Netrin:DCC:Nck:Cdc42-GTP:Active N-WASP:PIP2	plasma membrane	Reactome DB_ID: 418834	Complex148	
Complex151	Netrin:DCC:Nck:Cdc42-GTP:Active N-WASP:PIP2	plasma membrane	Reactome DB_ID: 418834	SmallMolecule12	
Complex151	Netrin:DCC:Nck:Cdc42-GTP:Active N-WASP:PIP2	plasma membrane	Reactome DB_ID: 418834	Protein281	
Complex152	Netrin-1:DCC:pFyn:Nck:Rac1-GTP:Ablim	plasma membrane	Reactome DB_ID: 418814	Complex150	
Complex152	Netrin-1:DCC:pFyn:Nck:Rac1-GTP:Ablim	plasma membrane	Reactome DB_ID: 418814	Protein282	
Complex153	UNC-5:Netrin-1 complex	plasma membrane	Reactome DB_ID: 373660	Protein286	
Complex153	UNC-5:Netrin-1 complex	plasma membrane	Reactome DB_ID: 373660	Protein272	
Complex154	DCC bound to UNC-5:Netrin-1	plasma membrane	Reactome DB_ID: 373654	Complex153	
Complex154	DCC bound to UNC-5:Netrin-1	plasma membrane	Reactome DB_ID: 373654	Protein273	
Complex155	Netrin-1:DCC:UNC5C	plasma membrane	Reactome DB_ID: 418818	Complex156	
Complex155	Netrin-1:DCC:UNC5C	plasma membrane	Reactome DB_ID: 418818	Complex142	
Complex156	UNC5C:Netrin-1	plasma membrane	Reactome DB_ID: 418823	Protein289	
Complex156	UNC5C:Netrin-1	plasma membrane	Reactome DB_ID: 418823	Protein272	
Complex157	Netrin-1:DCC:pUNC5C	plasma membrane	Reactome DB_ID: 418827	Complex158	
Complex157	Netrin-1:DCC:pUNC5C	plasma membrane	Reactome DB_ID: 418827	Complex142	
Complex158	pUNC5C:Netrin-1	plasma membrane	Reactome DB_ID: 418821	Protein291	
Complex158	pUNC5C:Netrin-1	plasma membrane	Reactome DB_ID: 418821	Protein272	
Complex159	Netrin1:pUnc5C:DCC:Shp2	plasma membrane	Reactome DB_ID: 418825	Complex157	
Complex159	Netrin1:pUnc5C:DCC:Shp2	plasma membrane	Reactome DB_ID: 418825	Protein292	
Complex16	pPlexin-B1:ErbB2	plasma membrane	Reactome DB_ID: 419627	Protein4	
Complex16	pPlexin-B1:ErbB2	plasma membrane	Reactome DB_ID: 419627	Protein10	
Complex160	Robo:Slit	plasma membrane	Reactome DB_ID: 204367	Protein293	
Complex160	Robo:Slit	plasma membrane	Reactome DB_ID: 204367	Protein297	
Complex161	DCC:Robo:Slit	plasma membrane	Reactome DB_ID: 373666	Complex160	
Complex161	DCC:Robo:Slit	plasma membrane	Reactome DB_ID: 373666	Protein273	
Complex162	SIAH1 bound to DCC:Netrin-1	plasma membrane	Reactome DB_ID: 374593	Complex137	
Complex162	SIAH1 bound to DCC:Netrin-1	plasma membrane	Reactome DB_ID: 374593	Protein298	
Complex163	SIAH2 bound to DCC:Netrin-1	plasma membrane	Reactome DB_ID: 374590	Complex137	
Complex163	SIAH2 bound to DCC:Netrin-1	plasma membrane	Reactome DB_ID: 374590	Protein299	
Complex164	Ezrin:PIP2	plasma membrane	Reactome DB_ID: 374570	SmallMolecule12	
Complex164	Ezrin:PIP2	plasma membrane	Reactome DB_ID: 374570	Protein300	
Complex165	pEzrin:PIP2	plasma membrane	Reactome DB_ID: 374558	SmallMolecule12	
Complex165	pEzrin:PIP2	plasma membrane	Reactome DB_ID: 374558	Protein301	
Complex166	DCC:Ezrin complex	plasma membrane	Reactome DB_ID: 374565	Complex165	
Complex166	DCC:Ezrin complex	plasma membrane	Reactome DB_ID: 374565	Protein273	
Complex167	DCC&UNC5A:Netrin-4	plasma membrane	Reactome DB_ID: 593689	Protein303	
Complex167	DCC&UNC5A:Netrin-4	plasma membrane	Reactome DB_ID: 593689	Protein304	
Complex168	Netrin-1:Neogenin	plasma membrane	Reactome DB_ID: 374592	Protein305	
Complex168	Netrin-1:Neogenin	plasma membrane	Reactome DB_ID: 374592	Protein272	
Complex169	Neogenin:RGD	plasma membrane	Reactome DB_ID: 374583	Protein306	
Complex169	Neogenin:RGD	plasma membrane	Reactome DB_ID: 374583	Protein305	
Complex17	Sema4D:pPlexin-B1:ErbB2:Rac1:Rnd1	plasma membrane	Reactome DB_ID: 419626	Protein6	
Complex17	Sema4D:pPlexin-B1:ErbB2:Rac1:Rnd1	plasma membrane	Reactome DB_ID: 419626	Complex15	
Complex17	Sema4D:pPlexin-B1:ErbB2:Rac1:Rnd1	plasma membrane	Reactome DB_ID: 419626	Complex18	
Complex170	Myosin-X:DCC/Neogenin	plasma membrane	Reactome DB_ID: 593674	Protein310	
Complex170	Myosin-X:DCC/Neogenin	plasma membrane	Reactome DB_ID: 593674	Protein311	
Complex171	PIKE-L:UNC5B	plasma membrane	Reactome DB_ID: 622358	Protein288	
Complex171	PIKE-L:UNC5B	plasma membrane	Reactome DB_ID: 622358	Protein312	
Complex172	Netrin:DCC:PITP	plasma membrane	Reactome DB_ID: 418843	Complex138	
Complex172	Netrin:DCC:PITP	plasma membrane	Reactome DB_ID: 418843	Protein313	
Complex173	pPLCgamma:PIP2	plasma membrane	Reactome DB_ID: 622379	Protein315	
Complex173	pPLCgamma:PIP2	plasma membrane	Reactome DB_ID: 622379	SmallMolecule12	
Complex174	TRPC channels	plasma membrane	Reactome DB_ID: 622392	Protein316	
Complex174	TRPC channels	plasma membrane	Reactome DB_ID: 622392	Complex175	
Complex175	TRPC1+4/5	plasma membrane	Reactome DB_ID: 622385	Protein320	
Complex175	TRPC1+4/5	plasma membrane	Reactome DB_ID: 622385	Protein321	
Complex176	Activated TRP channels	plasma membrane	Reactome DB_ID: 622374	Protein316	
Complex176	Activated TRP channels	plasma membrane	Reactome DB_ID: 622374	Complex175	
Complex177	Robo1/Robo2:Robo3A.1	plasma membrane	Reactome DB_ID: 428496	Protein326	
Complex177	Robo1/Robo2:Robo3A.1	plasma membrane	Reactome DB_ID: 428496	Protein327	
Complex178	Glypican-1:HSPG	plasma membrane	Reactome DB_ID: 428493	Protein329	
Complex178	Glypican-1:HSPG	plasma membrane	Reactome DB_ID: 428493	SmallMolecule16	
Complex179	Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428489	Protein295	
Complex179	Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428489	Complex178	
Complex18	VAV1 Rho/Rac effectors:GTP	cytosol	Reactome DB_ID: 114539	SmallMolecule3	
Complex18	VAV1 Rho/Rac effectors:GTP	cytosol	Reactome DB_ID: 114539	Protein11	
Complex180	Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 390371	Complex179	
Complex180	Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 390371	Protein297	
Complex181	Glypican-1:Slit2:Robo1:Ena/Vasp proteins	plasma membrane	Reactome DB_ID: 376032	Protein330	
Complex181	Glypican-1:Slit2:Robo1:Ena/Vasp proteins	plasma membrane	Reactome DB_ID: 376032	Complex180	
Complex182	Glypican-1:Slit2:Robo1:Ena/Vasp:Profilin	plasma membrane	Reactome DB_ID: 428492	Protein334	
Complex182	Glypican-1:Slit2:Robo1:Ena/Vasp:Profilin	plasma membrane	Reactome DB_ID: 428492	Complex181	
Complex183	Robo1:Slit2:SrGAP	plasma membrane	Reactome DB_ID: 376031	Protein337	
Complex183	Robo1:Slit2:SrGAP	plasma membrane	Reactome DB_ID: 376031	Complex180	
Complex184	Robo1:Slit2:KIAA1688	plasma membrane	Reactome DB_ID: 428491	Protein341	
Complex184	Robo1:Slit2:KIAA1688	plasma membrane	Reactome DB_ID: 428491	Complex180	
Complex185	Nck:Robo1:Slit2:Glypican	plasma membrane	Reactome DB_ID: 428486	Protein342	
Complex185	Nck:Robo1:Slit2:Glypican	plasma membrane	Reactome DB_ID: 428486	Complex180	
Complex186	Pak:Nck:Robo1:Slit2:Glypican	plasma membrane	Reactome DB_ID: 428482	Complex185	
Complex186	Pak:Nck:Robo1:Slit2:Glypican	plasma membrane	Reactome DB_ID: 428482	Protein344	
Complex187	SOS:PAK:Nck:Robo1:Slit2:Glypican	plasma membrane	Reactome DB_ID: 428481	Complex186	
Complex187	SOS:PAK:Nck:Robo1:Slit2:Glypican	plasma membrane	Reactome DB_ID: 428481	Protein349	
Complex188	Abl:Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428873	Complex180	
Complex188	Abl:Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428873	Protein351	
Complex189	Abl:pRobo1:slit2:Glypican-1	plasma membrane	Reactome DB_ID: 376027	Complex190	
Complex189	Abl:pRobo1:slit2:Glypican-1	plasma membrane	Reactome DB_ID: 376027	Protein351	
Complex19	Sema4D:Plexin-B1:Rac-Rnd1:LARG/PDZ-RhoGEF	plasma membrane	Reactome DB_ID: 416580	Complex17	
Complex19	Sema4D:Plexin-B1:Rac-Rnd1:LARG/PDZ-RhoGEF	plasma membrane	Reactome DB_ID: 416580	Protein16	
Complex190	Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428499	Protein354	
Complex190	Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428499	Complex179	
Complex191	Clasp:Abl:Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428876	Protein355	
Complex191	Clasp:Abl:Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428876	Complex188	
Complex192	CAP:Abl:Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428875	Complex188	
Complex192	CAP:Abl:Robo1:Slit2:Glypican-1	plasma membrane	Reactome DB_ID: 428875	Protein358	
Complex193	ERM:PIP2	plasma membrane	Reactome DB_ID: 443660	Protein363	
Complex193	ERM:PIP2	plasma membrane	Reactome DB_ID: 443660	SmallMolecule12	
Complex194	pL1:Ezrin	plasma membrane	Reactome DB_ID: 374575	Complex193	
Complex194	pL1:Ezrin	plasma membrane	Reactome DB_ID: 374575	Protein362	
Complex195	L1 trans-homodimer	plasma membrane	Reactome DB_ID: 191438	Protein361	
Complex195	L1 trans-homodimer	plasma membrane	Reactome DB_ID: 191438	Complex194	
Complex196	pL1:ERM:F-actin	plasma membrane	Reactome DB_ID: 443655	PhysicalEntity10	
Complex196	pL1:ERM:F-actin	plasma membrane	Reactome DB_ID: 443655	Complex195	
Complex197	pL1:Shootin-1:F-actin	plasma membrane	Reactome DB_ID: 443668	PhysicalEntity10	
Complex197	pL1:Shootin-1:F-actin	plasma membrane	Reactome DB_ID: 443668	Protein366	
Complex197	pL1:Shootin-1:F-actin	plasma membrane	Reactome DB_ID: 443668	Protein362	
Complex198	Clathrin-coated vesicle	plasma membrane	Reactome DB_ID: 177505	Complex199	
Complex198	Clathrin-coated vesicle	plasma membrane	Reactome DB_ID: 177505	Complex200	
Complex199	AP-2 complex	plasma membrane	Reactome DB_ID: 177480	Protein367	
Complex199	AP-2 complex	plasma membrane	Reactome DB_ID: 177480	Protein370	
Complex199	AP-2 complex	plasma membrane	Reactome DB_ID: 177480	Protein371	
Complex199	AP-2 complex	plasma membrane	Reactome DB_ID: 177480	Protein372	
Complex2	Plexin-B1:Met	plasma membrane	Reactome DB_ID: 419634	Protein2	
Complex2	Plexin-B1:Met	plasma membrane	Reactome DB_ID: 419634	Protein3	
Complex20	RhoA,B,C:GDP	plasma membrane	Reactome DB_ID: 419164	SmallMolecule6	
Complex20	RhoA,B,C:GDP	plasma membrane	Reactome DB_ID: 419164	Protein19	
Complex200	Clathrin	plasma membrane	Reactome DB_ID: 177482	Protein373	
Complex201	L1:clathrin-coated vesicle	plasma membrane	Reactome DB_ID: 555064	Complex198	
Complex201	L1:clathrin-coated vesicle	plasma membrane	Reactome DB_ID: 555064	Protein361	
Complex202	L1:AP-2 Clathrin complex	clathrin-coated endocytic vesicle	Reactome DB_ID: 392743	Protein374	
Complex202	L1:AP-2 Clathrin complex	clathrin-coated endocytic vesicle	Reactome DB_ID: 392743	Complex198	
Complex202	L1:AP-2 Clathrin complex	clathrin-coated endocytic vesicle	Reactome DB_ID: 392743	Protein361	
Complex203	CRMP-2:NUMB:alpha adaptin	plasma membrane	Reactome DB_ID: 443669	Protein367	
Complex203	CRMP-2:NUMB:alpha adaptin	plasma membrane	Reactome DB_ID: 443669	Protein77	
Complex203	CRMP-2:NUMB:alpha adaptin	plasma membrane	Reactome DB_ID: 443669	Protein379	
Complex204	L1:NUMB:CRMP-2:alpha-adaptin	clathrin-coated endocytic vesicle	Reactome DB_ID: 443657	Complex203	
Complex204	L1:NUMB:CRMP-2:alpha-adaptin	clathrin-coated endocytic vesicle	Reactome DB_ID: 443657	Protein361	
Complex205	L1:AP-2 Clathrin complex	endosome	Reactome DB_ID: 392746	Protein374	
Complex205	L1:AP-2 Clathrin complex	endosome	Reactome DB_ID: 392746	Complex198	
Complex205	L1:AP-2 Clathrin complex	endosome	Reactome DB_ID: 392746	Protein361	
Complex206	pL1 (S1152):p90rsk:clathrin-dynamin complex	endosome	Reactome DB_ID: 374597	Protein374	
Complex206	pL1 (S1152):p90rsk:clathrin-dynamin complex	endosome	Reactome DB_ID: 374597	Complex198	
Complex206	pL1 (S1152):p90rsk:clathrin-dynamin complex	endosome	Reactome DB_ID: 374597	Protein380	
Complex206	pL1 (S1152):p90rsk:clathrin-dynamin complex	endosome	Reactome DB_ID: 374597	Protein387	
Complex207	pL1 (S1204, 1248):ERK2:clathrin-dynamin complex	endosome	Reactome DB_ID: 445005	Protein374	
Complex207	pL1 (S1204, 1248):ERK2:clathrin-dynamin complex	endosome	Reactome DB_ID: 445005	Complex198	
Complex207	pL1 (S1204, 1248):ERK2:clathrin-dynamin complex	endosome	Reactome DB_ID: 445005	Protein388	
Complex207	pL1 (S1204, 1248):ERK2:clathrin-dynamin complex	endosome	Reactome DB_ID: 445005	Protein164	
Complex208	KIF4 dimer	cytosol	Reactome DB_ID: 445013	Protein389	
Complex209	AP2 clathrin:L1:KIF4:microtubule	cytosol	Reactome DB_ID: 445022	Complex208	
Complex209	AP2 clathrin:L1:KIF4:microtubule	cytosol	Reactome DB_ID: 445022	PhysicalEntity12	
Complex209	AP2 clathrin:L1:KIF4:microtubule	cytosol	Reactome DB_ID: 445022	Complex205	
Complex21	RhoA/B/C:GTP	plasma membrane	Reactome DB_ID: 419161	SmallMolecule4	
Complex21	RhoA/B/C:GTP	plasma membrane	Reactome DB_ID: 419161	Protein19	
Complex210	L1 homodimer	plasma membrane	Reactome DB_ID: 446623	Protein361	
Complex211	L1 trans-homodimer:Ankyrin	plasma membrane	Reactome DB_ID: 374569	Complex210	
Complex211	L1 trans-homodimer:Ankyrin	plasma membrane	Reactome DB_ID: 374569	Protein392	
Complex212	spectrin based actin	cytosol	Reactome DB_ID: 392744	Complex84	
Complex212	spectrin based actin	cytosol	Reactome DB_ID: 392744	PhysicalEntity10	
Complex213	L1 dimer:Ankyrin:Spectrin:F-actin	plasma membrane	Reactome DB_ID: 443654	Complex212	
Complex213	L1 dimer:Ankyrin:Spectrin:F-actin	plasma membrane	Reactome DB_ID: 443654	Complex211	
Complex214	Neurofascin:NrCAM:Ankyrin:spectrin based actin	plasma membrane	Reactome DB_ID: 443650	Complex212	
Complex214	Neurofascin:NrCAM:Ankyrin:spectrin based actin	plasma membrane	Reactome DB_ID: 443650	Protein392	
Complex214	Neurofascin:NrCAM:Ankyrin:spectrin based actin	plasma membrane	Reactome DB_ID: 443650	Complex215	
Complex215	Neurofascin:NrCAM complex	plasma membrane	Reactome DB_ID: 373686	Protein396	
Complex215	Neurofascin:NrCAM complex	plasma membrane	Reactome DB_ID: 373686	Protein397	
Complex216	Sodium channel subunits	plasma membrane	Reactome DB_ID: 443632	Protein401	
Complex216	Sodium channel subunits	plasma membrane	Reactome DB_ID: 443632	Protein410	
Complex217	Neurofascin:NrCAM:Ankyrin:spectrin based actin:Na+/K+ channel	plasma membrane	Reactome DB_ID: 373687	Complex214	
Complex217	Neurofascin:NrCAM:Ankyrin:spectrin based actin:Na+/K+ channel	plasma membrane	Reactome DB_ID: 373687	PhysicalEntity13	
Complex218	pL1 (Y1229):L1CAM	plasma membrane	Reactome DB_ID: 445008	Protein414	
Complex218	pL1 (Y1229):L1CAM	plasma membrane	Reactome DB_ID: 445008	Protein361	
Complex219	L1:NCAM1 complex	plasma membrane	Reactome DB_ID: 374576	Protein361	
Complex219	L1:NCAM1 complex	plasma membrane	Reactome DB_ID: 374576	Protein114	
Complex22	Activated ROCK:RhoA/B/C:GTP	plasma membrane	Reactome DB_ID: 422483	Protein22	
Complex22	Activated ROCK:RhoA/B/C:GTP	plasma membrane	Reactome DB_ID: 422483	Complex21	
