Complex1	glucose 6-phosphate isomerase dimer	cytosol	Reactome DB_ID: 70469	Protein1	
Complex34	enolase 3 dimer, (beta, muscle)	cytosol	Reactome DB_ID: 71434	Protein28	
Complex36	pyruvate kinase M1 complex	cytosol	Reactome DB_ID: 450663	SmallMolecule18	
Complex36	pyruvate kinase M1 complex	cytosol	Reactome DB_ID: 450663	Protein29	
Complex36	pyruvate kinase M1 complex	cytosol	Reactome DB_ID: 450663	SmallMolecule22	
Complex37	pyruvate kinase M2 complex	cytosol	Reactome DB_ID: 71668	Protein30	
Complex37	pyruvate kinase M2 complex	cytosol	Reactome DB_ID: 71668	SmallMolecule18	
Complex37	pyruvate kinase M2 complex	cytosol	Reactome DB_ID: 71668	SmallMolecule22	
Complex38	pyruvate kinase complex, liver and RBC	cytosol	Reactome DB_ID: 70098	SmallMolecule18	
Complex38	pyruvate kinase complex, liver and RBC	cytosol	Reactome DB_ID: 70098	Protein31	
Complex38	pyruvate kinase complex, liver and RBC	cytosol	Reactome DB_ID: 70098	SmallMolecule22	
Complex39	pyruvate carboxylase holoenzyme	mitochondrial matrix	Reactome DB_ID: 70499	SmallMolecule32	
Complex39	pyruvate carboxylase holoenzyme	mitochondrial matrix	Reactome DB_ID: 70499	SmallMolecule33	
Complex39	pyruvate carboxylase holoenzyme	mitochondrial matrix	Reactome DB_ID: 70499	Protein34	
Complex4	PP2A-ABdeltaC complex	cytosol	Reactome DB_ID: 165961	Protein4	
Complex4	PP2A-ABdeltaC complex	cytosol	Reactome DB_ID: 165961	Protein7	
Complex4	PP2A-ABdeltaC complex	cytosol	Reactome DB_ID: 165961	Protein10	
Complex40	malate dehydrogenase 2 dimer	mitochondrial matrix	Reactome DB_ID: 198511	Protein35	
Complex41	malate dehydrogenase 1 dimer	cytosol	Reactome DB_ID: 198437	Protein37	
Complex42	GOT2 dimer	mitochondrial matrix	Reactome DB_ID: 70594	Protein38	
Complex43	SLC25A11 homodimer	mitochondrial inner membrane	Reactome DB_ID: 376856	Protein39	
Complex44	GOT1 dimer	cytosol	Reactome DB_ID: 70579	SmallMolecule47	
Complex44	GOT1 dimer	cytosol	Reactome DB_ID: 70579	Protein43	
Complex46	FBP1 tetramer	cytosol	Reactome DB_ID: 70477	SmallMolecule18	
Complex46	FBP1 tetramer	cytosol	Reactome DB_ID: 70477	Protein47	
Complex47	FBP2 tetramer	cytosol	Reactome DB_ID: 2267351	SmallMolecule18	
Complex47	FBP2 tetramer	cytosol	Reactome DB_ID: 2267351	Protein48	
Complex49	PGM1:Mg++	cytosol	Reactome DB_ID: 70218	Protein53	
Complex49	PGM1:Mg++	cytosol	Reactome DB_ID: 70218	SmallMolecule18	
Complex50	PGM2:Mg++	cytosol	Reactome DB_ID: 453137	Protein54	
Complex50	PGM2:Mg++	cytosol	Reactome DB_ID: 453137	SmallMolecule18	
Complex51	8xUGP2	cytosol	Reactome DB_ID: 70281	Protein55	
Complex52	GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322050	Protein56	
Complex52	GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322050	SmallMolecule18	
Complex52	GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322050	Protein57	
Complex53	oligoGlc-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322035	SmallMolecule18	
Complex53	oligoGlc-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322035	Protein58	
Complex53	oligoGlc-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322035	Protein57	
Complex54	GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322062	Protein56	
Complex54	GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322062	SmallMolecule18	
Complex54	GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322062	Protein59	
Complex55	oligoGlc-GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322053	SmallMolecule18	
Complex55	oligoGlc-GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322053	Protein58	
Complex55	oligoGlc-GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322053	Protein59	
Complex56	GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3322031	SmallMolecule18	
Complex56	GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3322031	Protein60	
Complex56	GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3322031	Protein61	
Complex57	oligoGlc-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3321999	Protein62	
Complex57	oligoGlc-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3321999	SmallMolecule18	
Complex57	oligoGlc-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3321999	Protein60	
Complex58	GYG2:GYS2-b tetramer	cytosol	Reactome DB_ID: 3322065	SmallMolecule18	
Complex58	GYG2:GYS2-b tetramer	cytosol	Reactome DB_ID: 3322065	Protein63	
Complex58	GYG2:GYS2-b tetramer	cytosol	Reactome DB_ID: 3322065	Protein61	
Complex59	oligoGlc-GYG2:GYS2-b tetramer	cytosol	Reactome DB_ID: 3322007	Protein62	
Complex59	oligoGlc-GYG2:GYS2-b tetramer	cytosol	Reactome DB_ID: 3322007	SmallMolecule18	
Complex59	oligoGlc-GYG2:GYS2-b tetramer	cytosol	Reactome DB_ID: 3322007	Protein63	
Complex6	PFKFB2 dimer	cytosol	Reactome DB_ID: 71791	Protein11	
Complex60	polyGlc-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322054	Protein64	
Complex60	polyGlc-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322054	SmallMolecule18	
Complex60	polyGlc-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322054	Protein57	
Complex61	polyGlc-GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322063	Protein64	
Complex61	polyGlc-GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322063	SmallMolecule18	
Complex61	polyGlc-GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322063	Protein59	
Complex62	polyGlc-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3322056	SmallMolecule18	
Complex62	polyGlc-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3322056	Protein60	
Complex62	polyGlc-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3322056	Protein65	
Complex63	glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322059	SmallMolecule18	
Complex63	glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322059	Protein57	
Complex63	glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3322059	Protein66	
Complex64	glycogen-GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322021	SmallMolecule18	
Complex64	glycogen-GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322021	Protein59	
Complex64	glycogen-GYG1:GYS1-b tetramer	cytosol	Reactome DB_ID: 3322021	Protein66	
Complex65	glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3322011	SmallMolecule18	
Complex65	glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3322011	Protein60	
Complex65	glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3322011	Protein68	
Complex66	PTG:glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3777096	SmallMolecule18	
Complex66	PTG:glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3777096	Protein57	
Complex66	PTG:glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3777096	Protein66	
Complex66	PTG:glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3777096	Protein69	
Complex67	PTG:glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3777104	SmallMolecule18	
Complex67	PTG:glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3777104	Protein60	
Complex67	PTG:glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3777104	Protein68	
Complex67	PTG:glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3777104	Protein69	
Complex68	PTG:phosphoglycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3777093	SmallMolecule18	
Complex68	PTG:phosphoglycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3777093	Protein70	
Complex68	PTG:phosphoglycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3777093	Protein57	
Complex68	PTG:phosphoglycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3777093	Protein69	
Complex69	PTG:phosphoglycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3777094	SmallMolecule18	
Complex69	PTG:phosphoglycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3777094	Protein60	
Complex69	PTG:phosphoglycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3777094	Protein71	
Complex69	PTG:phosphoglycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3777094	Protein69	
Complex7	PFKFB3 dimer	cytosol	Reactome DB_ID: 71795	Protein12	
Complex70	laforin:PTG:phosphoglycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3780999	Protein72	
Complex70	laforin:PTG:phosphoglycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3780999	SmallMolecule18	
Complex70	laforin:PTG:phosphoglycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3780999	Protein70	
Complex70	laforin:PTG:phosphoglycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3780999	Protein57	
Complex70	laforin:PTG:phosphoglycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3780999	Protein69	
Complex71	laforin:PTG:phosphoglycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3781017	Protein72	
Complex71	laforin:PTG:phosphoglycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3781017	SmallMolecule18	
Complex71	laforin:PTG:phosphoglycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3781017	Protein60	
Complex71	laforin:PTG:phosphoglycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3781017	Protein71	
Complex71	laforin:PTG:phosphoglycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3781017	Protein69	
Complex72	laforin:PTG:glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3781000	Protein72	
Complex72	laforin:PTG:glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3781000	SmallMolecule18	
Complex72	laforin:PTG:glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3781000	Protein57	
Complex72	laforin:PTG:glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3781000	Protein66	
Complex72	laforin:PTG:glycogen-GYG1:GYS1-a tetramer	cytosol	Reactome DB_ID: 3781000	Protein69	
Complex73	laforin:PTG:glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3780991	Protein72	
Complex73	laforin:PTG:glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3780991	SmallMolecule18	
Complex73	laforin:PTG:glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3780991	Protein60	
Complex73	laforin:PTG:glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3780991	Protein68	
Complex73	laforin:PTG:glycogen-GYG2:GYS2-a tetramer	cytosol	Reactome DB_ID: 3780991	Protein69	
Complex74	PGYB dimer b form	cytosol	Reactome DB_ID: 71863	Protein91	
Complex75	PGYB dimer a form	cytosol	Reactome DB_ID: 71869	Protein92	
Complex76	phosphorylase kinase complex (PHKM)	cytosol	Reactome DB_ID: 71520	Protein93	
Complex76	phosphorylase kinase complex (PHKM)	cytosol	Reactome DB_ID: 71520	Protein94	
Complex76	phosphorylase kinase complex (PHKM)	cytosol	Reactome DB_ID: 71520	Protein95	
Complex76	phosphorylase kinase complex (PHKM)	cytosol	Reactome DB_ID: 71520	Protein96	
Complex77	PGYM dimer, b form	cytosol	Reactome DB_ID: 71538	Protein97	
Complex78	PGYM dimer a form	cytosol	Reactome DB_ID: 71513	Protein98	
Complex79	PGYL dimer b form	cytosol	Reactome DB_ID: 71581	Protein99	
Complex8	PFKFB4 dimer	cytosol	Reactome DB_ID: 71799	Protein13	
Complex80	PGYL dimer a form	cytosol	Reactome DB_ID: 71586	Protein100	
Complex81	phosphorylase kinase complex (PHKL)	cytosol	Reactome DB_ID: 71534	Protein101	
Complex81	phosphorylase kinase complex (PHKL)	cytosol	Reactome DB_ID: 71534	Protein102	
Complex81	phosphorylase kinase complex (PHKL)	cytosol	Reactome DB_ID: 71534	Protein94	
Complex81	phosphorylase kinase complex (PHKL)	cytosol	Reactome DB_ID: 71534	Protein96	
Complex82	PGYB b dimer:AMP	cytosol	Reactome DB_ID: 453332	SmallMolecule9	
Complex82	PGYB b dimer:AMP	cytosol	Reactome DB_ID: 453332	Protein91	
Complex83	PGYM b dimer:AMP	cytosol	Reactome DB_ID: 453344	Protein97	
Complex83	PGYM b dimer:AMP	cytosol	Reactome DB_ID: 453344	SmallMolecule9	
Complex84	glycogen-glycogenin-1 dimer	cytosol	Reactome DB_ID: 453239	SmallMolecule62	
Complex84	glycogen-glycogenin-1 dimer	cytosol	Reactome DB_ID: 453239	Protein66	
Complex85	limit dextrin-glycogenin-1 dimer	cytosol	Reactome DB_ID: 453345	Protein103	
Complex85	limit dextrin-glycogenin-1 dimer	cytosol	Reactome DB_ID: 453345	SmallMolecule62	
Complex87	glycogen-glycogenin-2 dimer	cytosol	Reactome DB_ID: 453240	SmallMolecule62	
Complex87	glycogen-glycogenin-2 dimer	cytosol	Reactome DB_ID: 453240	Protein68	
Complex88	limit dextrin-glycogenin-2 dimer	cytosol	Reactome DB_ID: 453330	SmallMolecule62	
Complex88	limit dextrin-glycogenin-2 dimer	cytosol	Reactome DB_ID: 453330	Protein104	
Complex91	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)glycogenin-1 dimer	cytosol	Reactome DB_ID: 453360	SmallMolecule62	
Complex91	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)glycogenin-1 dimer	cytosol	Reactome DB_ID: 453360	Protein105	
Complex92	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)glycogenin-2 dimer	cytosol	Reactome DB_ID: 453365	Protein106	
Complex92	((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)glycogenin-2 dimer	cytosol	Reactome DB_ID: 453365	SmallMolecule62	
Complex94	poly((1,4)-alpha-glucosyl) glycogenin-1 dimer	cytosol	Reactome DB_ID: 453217	Protein64	
Complex94	poly((1,4)-alpha-glucosyl) glycogenin-1 dimer	cytosol	Reactome DB_ID: 453217	SmallMolecule62	
Complex95	poly((1,4)-alpha-glucosyl) glycogenin-2 dimer	cytosol	Reactome DB_ID: 453216	SmallMolecule62	
Complex95	poly((1,4)-alpha-glucosyl) glycogenin-2 dimer	cytosol	Reactome DB_ID: 453216	Protein65	
Complex96	GYG1 dimer	cytosol	Reactome DB_ID: 70203	Protein56	
Complex96	GYG1 dimer	cytosol	Reactome DB_ID: 70203	SmallMolecule62	
Complex97	GYG2 dimer	cytosol	Reactome DB_ID: 70214	Protein61	
Complex97	GYG2 dimer	cytosol	Reactome DB_ID: 70214	SmallMolecule62	
