Complex1	GPT dimer	cytosol	Reactome DB_ID: 70521	Protein1	
Complex34	UROC1	cytosol	Reactome DB_ID: 70901	SmallMolecule46	
Complex34	UROC1	cytosol	Reactome DB_ID: 70901	Protein36	
Complex35	FTCD octamer	cytosol	Reactome DB_ID: 70908	SmallMolecule11	
Complex35	FTCD octamer	cytosol	Reactome DB_ID: 70908	Protein38	
Complex36	HDC dimer	cytosol	Reactome DB_ID: 977300	Protein39	
Complex36	HDC dimer	cytosol	Reactome DB_ID: 977300	SmallMolecule11	
Complex37	AASS tetramer	mitochondrial matrix	Reactome DB_ID: 70925	Protein40	
Complex38	ALDH7A1 tetramer	mitochondrial matrix	Reactome DB_ID: 508564	Protein41	
Complex39	AADAT dimer	mitochondrial matrix	Reactome DB_ID: 508545	Protein42	
Complex4	GOT2 dimer	mitochondrial matrix	Reactome DB_ID: 70594	Protein4	
Complex40	alpha-ketoglutarate dehydrogenase complex	mitochondrial matrix	Reactome DB_ID: 69996	Complex41	
Complex40	alpha-ketoglutarate dehydrogenase complex	mitochondrial matrix	Reactome DB_ID: 69996	Complex42	
Complex40	alpha-ketoglutarate dehydrogenase complex	mitochondrial matrix	Reactome DB_ID: 69996	Complex23	
Complex41	alpha-ketoglutarate dehydrogenase E2 holoenzyme	mitochondrial matrix	Reactome DB_ID: 69995	SmallMolecule106	
Complex41	alpha-ketoglutarate dehydrogenase E2 holoenzyme	mitochondrial matrix	Reactome DB_ID: 69995	Protein44	
Complex42	alpha-ketoglutarate dehydrogenase E1 homodimer	mitochondrial matrix	Reactome DB_ID: 69992	Complex43	
Complex43	alpha-ketoglutarate dehydrogenase E1 holoenzyme	mitochondrial matrix	Reactome DB_ID: 69982	Protein45	
Complex43	alpha-ketoglutarate dehydrogenase E1 holoenzyme	mitochondrial matrix	Reactome DB_ID: 69982	SmallMolecule76	
Complex44	GCDH tetramer	mitochondrial matrix	Reactome DB_ID: 71040	Protein46	
Complex44	GCDH tetramer	mitochondrial matrix	Reactome DB_ID: 71040	SmallMolecule75	
Complex45	PAH tetramer	cytosol	Reactome DB_ID: 71068	Protein47	
Complex45	PAH tetramer	cytosol	Reactome DB_ID: 71068	SmallMolecule114	
Complex46	PCBD1 tetramer	cytosol	Reactome DB_ID: 71132	Protein49	
Complex47	QDPR dimer	cytosol	Reactome DB_ID: 71120	Protein50	
Complex48	TAT dimer	cytosol	Reactome DB_ID: 71153	Protein51	
Complex49	HPD dimer	cytosol	Reactome DB_ID: 71161	SmallMolecule118	
Complex49	HPD dimer	cytosol	Reactome DB_ID: 71161	Protein52	
Complex5	OAT hexamer	mitochondrial matrix	Reactome DB_ID: 70639	Protein5	
Complex50	HGD hexamer	cytosol	Reactome DB_ID: 71076	Protein53	
Complex50	HGD hexamer	cytosol	Reactome DB_ID: 71076	SmallMolecule114	
Complex51	GSTZ1 dimer	cytosol	Reactome DB_ID: 71166	Protein54	
Complex51	GSTZ1 dimer	cytosol	Reactome DB_ID: 71166	SmallMolecule121	
Complex52	FAH dimer	cytosol	Reactome DB_ID: 71175	Protein55	
Complex53	ALDH4A1 dimer	mitochondrial matrix	Reactome DB_ID: 70674	Protein57	
Complex54	TDO2 tetramer	cytosol	Reactome DB_ID: 71186	SmallMolecule128	
Complex54	TDO2 tetramer	cytosol	Reactome DB_ID: 71186	Protein58	
Complex55	IDO1	cytosol	Reactome DB_ID: 198580	Protein59	
Complex55	IDO1	cytosol	Reactome DB_ID: 198580	SmallMolecule128	
Complex56	IDO2	cytosol	Reactome DB_ID: 888612	Protein60	
Complex56	IDO2	cytosol	Reactome DB_ID: 888612	SmallMolecule128	
Complex57	CCBL2 dimer	cytosol	Reactome DB_ID: 901094	Protein62	
Complex58	KYNU dimer	cytosol	Reactome DB_ID: 71202	Protein64	
Complex59	HAAO	cytosol	Reactome DB_ID: 71086	Protein65	
Complex59	HAAO	cytosol	Reactome DB_ID: 71086	SmallMolecule114	
Complex60	ACMSD dimer	cytosol	Reactome DB_ID: 71221	Protein66	
Complex61	OTC trimer	mitochondrial matrix	Reactome DB_ID: 70558	Protein69	
Complex62	ASS1 tetramer	cytosol	Reactome DB_ID: 70575	Protein70	
Complex63	ASL tetramer	cytosol	Reactome DB_ID: 70571	Protein71	
Complex64	ARG1 trimer	cytosol	Reactome DB_ID: 70567	Protein72	
Complex64	ARG1 trimer	cytosol	Reactome DB_ID: 70567	SmallMolecule152	
Complex65	ARG2 trimer	mitochondrial matrix	Reactome DB_ID: 452013	Protein73	
Complex65	ARG2 trimer	mitochondrial matrix	Reactome DB_ID: 452013	SmallMolecule154	
Complex66	TMLHE dimer	mitochondrial matrix	Reactome DB_ID: 71098	SmallMolecule159	
Complex66	TMLHE dimer	mitochondrial matrix	Reactome DB_ID: 71098	Protein77	
Complex67	4xSHMT1	cytosol	Reactome DB_ID: 71243	Protein78	
Complex68	ALDH9A1 tetramer	cytosol	Reactome DB_ID: 71258	Protein79	
Complex69	BBOX1 dimer	cytosol	Reactome DB_ID: 71107	SmallMolecule114	
Complex69	BBOX1 dimer	cytosol	Reactome DB_ID: 71107	Protein80	
Complex7	P5CS long isoform, dimer	mitochondrial inner membrane	Reactome DB_ID: 508067	Protein6	
Complex70	GATM dimer	mitochondrial intermembrane space	Reactome DB_ID: 71268	Protein81	
Complex72	creatine kinase BB dimer	cytosol	Reactome DB_ID: 200341	Protein83	
Complex73	creatine kinase BM dimer	cytosol	Reactome DB_ID: 200374	Protein83	
Complex73	creatine kinase BM dimer	cytosol	Reactome DB_ID: 200374	Protein84	
Complex74	creatine kinase MM dimer	cytosol	Reactome DB_ID: 200359	Protein84	
Complex76	creatine kinase, sarcomeric, octamer	mitochondrial inner membrane	Reactome DB_ID: 200339	Protein85	
Complex77	creatine kinase, ubiquitous, octamer	mitochondrial inner membrane	Reactome DB_ID: 200358	Protein86	
Complex78	PAO-FAD complex	peroxisomal matrix	Reactome DB_ID: 141346	SmallMolecule194	
Complex78	PAO-FAD complex	peroxisomal matrix	Reactome DB_ID: 141346	Protein99	
Complex79	MTAP trimer	cytosol	Reactome DB_ID: 1237147	Protein101	
Complex8	P5CS short isoform, dimer	mitochondrial inner membrane	Reactome DB_ID: 508091	Protein7	
Complex80	APIP:Zn++	cytosol	Reactome DB_ID: 1237083	SmallMolecule204	
Complex80	APIP:Zn++	cytosol	Reactome DB_ID: 1237083	Protein103	
Complex81	E1:Mg++	cytosol	Reactome DB_ID: 1237166	Protein104	
Complex81	E1:Mg++	cytosol	Reactome DB_ID: 1237166	SmallMolecule52	
Complex82	ARD:Fe++	cytosol	Reactome DB_ID: 1237173	Protein105	
Complex82	ARD:Fe++	cytosol	Reactome DB_ID: 1237173	SmallMolecule114	
Complex83	ODC:OAZ complex	cytosol	Reactome DB_ID: 353118	SmallMolecule11	
Complex83	ODC:OAZ complex	cytosol	Reactome DB_ID: 353118	Protein94	
Complex83	ODC:OAZ complex	cytosol	Reactome DB_ID: 353118	Protein106	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein110	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein111	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein112	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein113	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein114	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein115	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein116	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein117	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein118	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein119	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein120	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein121	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein122	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein123	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein124	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein125	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein126	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein127	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein128	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein129	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein130	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein131	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein132	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein133	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein134	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein135	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein136	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein137	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein138	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein139	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein140	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein141	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein142	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein143	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein144	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein145	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein146	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein147	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein148	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein149	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein150	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein151	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein152	
Complex84	26S proteasome	cytosol	Reactome DB_ID: 68819	Protein153	
Complex85	AZIN1 bound OAZ:ODC complex	cytosol	Reactome DB_ID: 353105	Protein94	
Complex85	AZIN1 bound OAZ:ODC complex	cytosol	Reactome DB_ID: 353105	Complex86	
Complex86	AZIN1 bound OAZ	cytosol	Reactome DB_ID: 353108	Protein154	
Complex86	AZIN1 bound OAZ	cytosol	Reactome DB_ID: 353108	Protein106	
Complex87	ODC:NQO1 complex	cytosol	Reactome DB_ID: 353103	SmallMolecule11	
Complex87	ODC:NQO1 complex	cytosol	Reactome DB_ID: 353103	Protein94	
Complex87	ODC:NQO1 complex	cytosol	Reactome DB_ID: 353103	Protein155	
Complex88	TH:Fe2+	cytosol	Reactome DB_ID: 209926	Protein156	
Complex88	TH:Fe2+	cytosol	Reactome DB_ID: 209926	SmallMolecule114	
Complex89	DDC dimer	cytosol	Reactome DB_ID: 209895	Protein157	
Complex9	PYCR1 decamer	mitochondrial matrix	Reactome DB_ID: 70662	Protein8	
Complex90	DBH tetramer	secretory granule lumen	Reactome DB_ID: 209957	Protein158	
Complex90	DBH tetramer	secretory granule lumen	Reactome DB_ID: 209957	SmallMolecule216	
Complex90	DBH tetramer	secretory granule lumen	Reactome DB_ID: 209957	SmallMolecule217	
Complex91	DEHAL1:FMN	plasma membrane	Reactome DB_ID: 209777	Protein162	
Complex91	DEHAL1:FMN	plasma membrane	Reactome DB_ID: 209777	SmallMolecule231	
Complex92	Thyrotropin	extracellular region	Reactome DB_ID: 378994	Protein163	
Complex92	Thyrotropin	extracellular region	Reactome DB_ID: 378994	Protein164	
Complex94	DIO1 homodimer	plasma membrane	Reactome DB_ID: 350886	Protein165	
Complex95	DIO2 homodimer	plasma membrane	Reactome DB_ID: 350855	Protein166	
Complex96	TPH:Fe++	cytosol	Reactome DB_ID: 976249	Protein168	
Complex96	TPH:Fe++	cytosol	Reactome DB_ID: 976249	SmallMolecule114	
Complex97	DAO dimer	peroxisomal matrix	Reactome DB_ID: 389849	Complex98	
Complex98	D-amino-acid oxidase:FAD complex	peroxisomal matrix	Reactome DB_ID: 389816	SmallMolecule194	
Complex98	D-amino-acid oxidase:FAD complex	peroxisomal matrix	Reactome DB_ID: 389816	Protein173	
Complex99	AGXT dimer	peroxisomal matrix	Reactome DB_ID: 389671	Protein174	
